,caseId,caseName,issue,issueArea,decisionDirection,splitVote,majVotes,minVotes,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,justice1,justice2,justice3,justice4,justice5,justice6,justice7,justice8,justice9,justice1Code,justice2Code,justice3Code,justice4Code,justice5Code,justice6Code,justice7Code,justice8Code,justice9Code,justice1Direction,justice2Direction,justice3Direction,justice4Direction,justice5Direction,justice6Direction,justice7Direction,justice8Direction,justice9Direction,justice1Vote,justice2Vote,justice3Vote,justice4Vote,justice5Vote,justice6Vote,justice7Vote,justice8Vote,justice9Vote,justice1Opinion,justice2Opinion,justice3Opinion,justice4Opinion,justice5Opinion,justice6Opinion,justice7Opinion,justice8Opinion,justice9Opinion,justice1Majority,justice2Majority,justice3Majority,justice4Majority,justice5Majority,justice6Majority,justice7Majority,justice8Majority,justice9Majority
5076,1981-097,"WOELKE & ROMERO FRAMING, INC. v. NATIONAL LABOR RELATIONS BOARD et al.",70020,7,1,1,9,0,120,382,1,0,29,29,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,1
5077,1981-098,OREGON v. KENNEDY,10170,1,1,1,9,0,28,137,1,0,302,301,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,2,2,2,1,1,3,2,1,2,3,1,3,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,2
5078,1981-099,"INSURANCE CORPORATION OF IRELAND, LTD., et al. v. COMPAGNIE DES BAUXITES DE GUINEE",40060,4,1,1,9,0,171,187,1,0,111,23,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,2,2,1,2,1,1,3,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1
5079,1981-100,"SUMMIT VALLEY INDUSTRIES, INC. v. LOCAL 112, UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA",60010,6,1,1,9,0,151,249,1,0,88,29,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
5080,1981-101,ARMY AND AIR FORCE EXCHANGE SERVICE v. SHEEHAN,90400,9,1,1,9,0,27,8,1,0,120,25,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
5082,1981-103,UNITED STATES v. ROSS,10060,1,1,1,6,3,27,100,1,0,55,32,1,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,2,1,1,2,2,1,1,1,3,2,3,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2
5083,1981-104,"INWOOD LABORATORIES, INC., et al. v. IVES LABORATORIES, INC.",80200,8,2,1,9,0,143,143,1,0,94,22,0,3,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1
5086,1981-107,RODRIGUEZ et al. v. POPULAR DEMOCRATIC PARTY et al.,20010,2,1,1,9,0,211,211,2,0,302,300,1,10,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2
5087,1981-108,"JACKSON TRANSIT AUTHORITY et al. v. LOCAL DIVISION 1285, AMALGAMATED TRANSIT UNION, AFL-CIO-CLC",90280,9,1,1,9,0,3,249,1,0,118,26,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,2,2,2,2,3,3,3,2,3,1,3,1,1,3,2,3,2,3,2,2,1,1,2,2,2,1,2,2,2,2,2
5088,1981-109,TIBBS v. FLORIDA,10170,1,1,1,5,4,100,28,1,0,302,300,1,4,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2
5089,1981-110,JOHNSON et al. v. BOARD OF EDUCATION OF THE CITY OF CHICAGO et al.,90130,9,2,1,5,2,222,21,1,0,66,27,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,2,1,1,5,4,2,4,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1
5090,1981-111,"ZOBEL et ux. v. WILLIAMS, COMMISSIONER OF REVENUE OF ALASKA, et al.",20220,2,2,1,8,1,227,28,2,0,302,300,1,3,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1
5091,1981-112,"CORY, CONTROLLER OF CALIFORNIA, et al. v. WHITE, ATTORNEY GENERAL OF TEXAS, et al.",90470,9,1,1,6,3,28,28,1,0,122,25,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,3,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2
5092,1981-113,"UNITED STEELWORKERS OF AMERICA, AFL-CIO-CLC v. SADLOWSKI et al.",80140,8,2,1,5,4,249,247,1,0,55,32,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
5093,1981-114,"BLUM, COMMISSIONER, DEPARTMENT OF SOCIAL SERVICES OF NEW YORK v. BACON ET AL",20190,2,2,1,9,0,28,212,2,0,96,22,0,6,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,2,1,2,1,1,1,1,2,3,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,1
5094,1981-115,GENERAL TELEPHONE COMPANY OF THE SOUTHWEST v. FALCON,90110,9,2,1,8,1,151,222,1,0,120,25,0,8,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,2,2,2,1,5,2,2,1,2,4,1,4,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2
5097,1981-118,"SUMITOMO SHOJI AMERICA, INC. v. AVAGLIANO et al.",20060,2,2,1,9,0,151,154,1,0,96,22,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,1,1,1,1,1,2,2,2,1,4,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2
5098,1981-119,DIEDRICH et al. v. COMMISSIONER OF INTERNAL REVENUE,120020,12,2,1,8,1,240,369,1,0,9,28,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2
5102,1981-123,MILLS et al. v. ROGERS et al.,90390,9,1,1,9,0,19,169,1,0,80,21,0,6,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2
5103,1981-124,"YOUNGBERG, SUPERINTENDENT, PENNHURST STATE SCHOOL AND HOSPITAL, et al. v. ROMEO, AN INCOMPETENT, BY HIS MOTHER AND NEXT FRIEND, ROMEO",40010,4,2,1,9,0,19,169,1,0,109,23,1,4,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1
5104,1981-125,ARIZONA v. MARICOPA COUNTY MEDICAL SOCIETY et al.,80010,8,2,1,4,3,28,206,1,0,45,29,1,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,2,1,2,1,2,1,1,1,3,2,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1
5105,1981-126,UNITED STATES v. GOODWIN,10030,1,1,1,7,2,27,100,1,0,79,24,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,2,2,1,1,3,1,1,4,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2
5107,1981-128,MIDDLESEX COUNTY ETHICS COMMITTEE v. GARDEN STATE BAR ASSOCIATION et al.,90030,9,1,1,9,0,20,111,1,0,92,23,1,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,1
5108,1981-129,CONNECTICUT et al. v. TEAL et al.,20060,2,2,1,5,4,28,182,1,0,53,22,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2
5109,1981-130,BLUE SHIELD OF VIRGINIA et al. v. MCCREADY,80010,8,2,1,5,4,165,134,1,0,126,24,1,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,2,3,1,1,3,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2
5110,1981-131,PATSY v. BOARD OF REGENTS OF THE STATE OF FLORIDA,90010,9,2,1,7,2,11,26,1,0,58,25,0,4,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2
5113,1981-134,"SCHMIDT et al., DBA SCHMIDT & POLLARD v. OAKLAND UNIFIED SCHOOL DISTRICT et al.",90410,9,1,1,9,0,176,21,1,0,50,29,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2
5114,1981-135,GLOBE NEWSPAPER CO. v. SUPERIOR COURT FOR THE COUNTY OF NORFOLK,30010,3,2,1,6,2,190,6,2,0,302,300,1,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2
5115,1981-136,EDGAR v. MITE CORP. et al.,80110,8,1,1,6,3,28,197,2,0,66,27,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,2,2,1,1,2,1,1,4,2,1,1,2,2,5,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1
5116,1981-137,FOREMOST INSURANCE CO. et al. v. RICHARDSON et al.,80050,8,2,1,5,4,116,208,1,0,76,25,1,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2
5117,1981-138,TAYLOR v. ALABAMA,10010,1,2,1,5,4,100,28,1,0,302,300,0,3,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,4,3,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
5118,1981-139,"JACKSONVILLE BULK TERMINALS, INC., et al. v. INTERNATIONAL LONGSHOREMEN'S ASSOCIATION et al.",70110,7,2,1,6,3,151,249,1,0,56,25,0,6,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,1,1,2,1,1,3,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1
5119,1981-140,NIXON v. FITZGERALD,80060,8,1,1,5,4,19,8,1,0,55,32,0,12,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,2
5120,1981-141,HARLOW et al. v. FITZGERALD,80060,8,2,1,8,1,19,8,1,0,55,32,0,9,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,2,2,1,1,4,1,1,1,4,1,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2
5122,1981-143,"BOARD OF EDUCATION, ISLAND TREES UNION FREE SCHOOL DISTRICT NO. 26, et al. v. PICO, BY HIS NEXT FRIEND PICO, et al.",30010,3,2,1,5,4,21,239,1,0,94,22,1,4,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1
5123,1981-144,"LUGAR v. EDMONDSON OIL CO., INC., et al.",20400,2,2,1,5,4,138,135,1,0,127,24,1,2,1,WEBurger,WJBrennan,BRWhite,TMarshall,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,99,92,95,98,100,101,102,103,104,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2
5124,1981-145,"CLEMENTS, GOVERNOR OF TEXAS, et al. v. FASHING et al.",20030,2,1,1,5,4,28,211,2,0,122,25,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
5125,1981-146,"BLUM, COMMISSIONER OF THE NEW YORK STATE DEPARTMENT OF SOCIAL SERVICES, et al. v. YARETSKY et al.",20180,2,1,1,7,2,165,212,1,0,96,22,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2
5128,1981-149,UNION LABOR LIFE INSURANCE CO. v. PIRENO,80010,8,2,1,6,3,171,165,1,0,96,22,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2
5129,1981-150,FIDELITY FEDERAL SAVINGS & LOAN ASSOCIATION et al. v. DE LA CUESTA et al.,100030,10,2,1,6,2,113,195,2,0,302,301,0,3,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
5130,1981-151,"BOARD OF EDUCATION OF THE HENDRICK HUDSON CENTRAL SCHOOL DISTRICT, WESTCHESTER COUNTY, et al. v. ROWLEY, BY HER PARENTS, ROWLEY ET UX.",20210,2,1,1,6,3,21,164,1,0,96,22,1,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2
5131,1981-152,FORD MOTOR CO. v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,20140,2,1,1,6,3,151,332,1,0,100,24,1,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
5132,1981-153,MICHIGAN v. THOMAS,10060,1,1,1,7,0,28,100,1,0,302,301,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,1,1,1,1,1,1,1,4,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1
5133,1981-154,"UNITED STATES v. HOLLYWOOD MOTOR CAR CO., INC., et al.",90380,9,1,1,6,0,27,100,1,0,48,29,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2
5135,1981-156,WILLIAMS v. UNITED STATES,10430,1,2,1,5,4,100,27,1,0,77,25,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2
5136,1981-157,ASARCO INC. v. IDAHO STATE TAX COMMISSION,80100,8,1,1,6,3,187,28,2,0,302,300,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1
5138,1981-159,"GENERAL BUILDING CONTRACTORS ASSOCIATION, INC. v. PENNSYLVANIA et al.",20400,2,1,1,7,2,120,28,1,0,109,23,1,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
5139,1981-160,LORETTO v. TELEPROMPTER MANHATTAN CATV CORP. et al.,40070,4,1,1,6,3,195,124,2,0,302,300,1,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2
5140,1981-161,WASHINGTON et al. v. SEATTLE SCHOOL DISTRICT NO. 1 et al.,20050,2,2,1,5,4,28,21,2,0,129,29,1,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,2,1,1,3,4,1,1,4,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1
5141,1981-162,"LEHMAN ON BEHALF OF HER CHILDREN, LEHMAN et al. v. LYCOMING COUNTY CHILDREN'S SERVICES AGENCY",10020,1,1,1,6,3,202,5,1,0,110,23,1,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2
5142,1981-163,CRAWFORD et al. v. BOARD OF EDUCATION OF THE CITY OF LOS ANGELES et al.,20050,2,1,1,8,1,222,21,1,0,302,301,0,3,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1
5143,1981-164,"GRIFFIN v. OCEANIC CONTRACTORS, INC.",80070,8,2,1,7,2,145,116,1,0,119,25,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2
5145,1981-166,"ALFRED L. SNAPP & SON, INC., et al. v. PUERTO RICO ex rel. BAREZ, SECRETARY OF LABOR AND HUMAN RESOURCES",90270,9,2,1,8,0,152,28,1,0,127,24,1,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
5146,1981-167,ROGERS et al. v. LODGE et al.,20010,2,2,1,6,3,5,251,2,0,61,25,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,2,2,2,2,2,2,1,1,1,4,1,4,4,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2
5147,1981-168,"RICE, DIRECTOR, DEPARTMENT OF ALCOHOLIC BEVERAGE CONTROL OF CALIFORNIA v. NORMAN WILLIAMS CO. et al.",80110,8,1,1,9,0,28,115,1,0,301,301,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2
5148,1981-169,"FLORIDA DEPARTMENT OF STATE v. TREASURE SALVORS, INC., et al.",90320,9,2,1,5,4,28,195,1,0,58,25,0,2,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2
5149,1981-170,MISSISSIPPI UNIVERSITY FOR WOMEN et al. v. HOGAN,20130,2,2,1,5,4,26,239,1,0,84,25,0,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2
5150,1981-171,NEW YORK v. FERBER,30190,3,1,1,9,0,28,117,1,0,302,300,1,3,2,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2
5152,1981-173,"RAMAH NAVAJO SCHOOL BOARD, INC., et al. v. BUREAU OF REVENUE OF NEW MEXICO",20160,2,2,1,6,3,120,28,2,0,302,301,0,2,1,TMarshall,WJBrennan,BRWhite,WEBurger,HABlackmun,LFPowell,WHRehnquist,JPStevens,SDOConnor,98,92,95,99,100,101,102,103,104,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1
